customer_id,recency,frequency,profit,r,f,m,rfm_score,customer_profile,address,postcode,state,country,property_valuation,gender,past_3_years_bike_related_purchases,DOB,job_industry_category,wealth_segment,owns_car,tenure,age,age_group
678,94.0,4,1746.22,1,1,1,111,Bronze,96910 Sugar Point,4352,QLD,Australia,7,Female,57,1995-08-31,IT,High Net Worth,No,2.0,28.07136706321897,20-34
679,62.0,10,3551.2400000000002,2,4,3,243,Silver,558 Maple Court,2557,NSW,Australia,9,Female,29,1974-10-21,Health,Mass Customer,No,12.0,48.93148054946441,35-49
681,7.0,6,2244.1899999999996,4,2,2,422,Platinum,76 Hanson Junction,2147,NSW,Australia,9,Female,55,1978-09-18,Manufacturing,Mass Customer,Yes,17.0,45.02174934348482,35-49
682,20.0,7,5428.94,3,3,4,334,Gold,3 Sheridan Park,2548,NSW,Australia,8,Male,53,1971-03-16,Health,Affluent Customer,Yes,7.0,52.5318282636543,50-64
683,15.0,5,1478.67,4,2,1,421,Platinum,40545 Forster Point,2262,NSW,Australia,7,Male,60,1962-05-16,Manufacturing,Mass Customer,Yes,10.0,61.36431626819922,50-64
684,42.0,8,2431.6,3,4,2,342,Gold,8425 Jackson Terrace,2763,NSW,Australia,9,Male,88,1987-07-03,Financial Services,Mass Customer,No,14.0,36.23306785105171,35-49
686,37.0,5,2073.8100000000004,3,2,2,322,Gold,8234 Riverside Park,2481,NSW,Australia,9,Female,60,1954-07-17,Argiculture,High Net Worth,Yes,5.0,69.19473030818635,65-79
687,8.0,6,812.72,4,2,1,421,Platinum,4535 Daystar Parkway,2072,NSW,Australia,12,Male,25,1959-02-10,Retail,High Net Worth,Yes,5.0,64.62516351352254,65-79
688,81.0,4,2967.7999999999997,2,1,3,213,Silver,95 Fallview Avenue,3155,VIC,Australia,8,Male,90,1969-02-15,Health,High Net Worth,No,9.0,54.609899681958574,50-64
689,12.0,3,541.3299999999999,4,1,1,411,Gold,75826 Bellgrove Trail,3095,VIC,Australia,10,Male,91,1966-05-19,Entertainment,High Net Worth,Yes,16.0,57.356020409968046,50-64
691,39.0,8,5678.4,3,4,4,344,Gold,8179 Veith Pass,2577,NSW,Australia,7,Male,29,1954-08-25,Financial Services,Affluent Customer,Yes,5.0,69.0879519349138,65-79
692,50.0,9,5027.49,2,4,4,244,Silver,5 Maple Parkway,2160,NSW,Australia,9,Male,42,1987-12-25,Property,Mass Customer,No,7.0,35.753934124828724,35-49
693,10.0,5,3763.92,4,2,3,423,Platinum,0 Carey Drive,4110,QLD,Australia,4,Female,46,1970-10-27,Financial Services,Affluent Customer,Yes,19.0,52.91513524463269,50-64
694,7.0,5,2400.83,4,2,2,422,Platinum,1 Moose Avenue,2017,NSW,Australia,8,Female,66,1968-12-28,Health,Mass Customer,No,13.0,54.74405712530101,50-64
695,16.0,8,4659.0,4,4,4,444,Platinum,02 Bartelt Center,2745,NSW,Australia,8,Male,36,1977-11-30,Health,High Net Worth,No,11.0,45.82121818952546,35-49
697,11.0,4,3996.6,4,1,3,413,Platinum,16420 Veith Crossing,4214,QLD,Australia,7,Male,25,1986-11-29,Entertainment,Mass Customer,No,10.0,36.82445576456123,35-49
698,76.0,3,1295.96,2,1,1,211,Bronze,81310 Charing Cross Plaza,3805,VIC,Australia,7,Female,90,1996-07-20,Manufacturing,High Net Worth,Yes,1.0,27.184285192954693,20-34
699,55.0,3,976.24,2,1,1,211,Bronze,37430 Merrick Center,2770,NSW,Australia,6,Female,16,1972-08-04,IT,Affluent Customer,Yes,16.0,51.143709411111125,50-64
700,106.0,8,4618.11,1,4,4,144,Bronze,6046 Sheridan Way,2322,NSW,Australia,3,Male,67,1990-02-20,Financial Services,Mass Customer,No,4.0,33.59646340332178,20-34
701,32.0,6,2215.5600000000004,3,2,2,322,Gold,537 Packers Street,4562,QLD,Australia,5,Male,18,1956-05-01,Health,Mass Customer,Yes,8.0,67.40413912561587,65-79
703,1.0,5,4928.8,4,2,4,424,Platinum,4 Lillian Plaza,2283,NSW,Australia,6,Female,66,1966-10-31,Property,Mass Customer,No,15.0,56.90426575381494,50-64
704,10.0,10,4034.46,4,4,3,443,Platinum,70836 Colorado Plaza,2571,NSW,Australia,11,Female,49,1998-12-08,Health,Mass Customer,No,4.0,24.799568189867703,20-34
705,11.0,5,502.12,4,2,1,421,Platinum,15 Emmet Street,2233,NSW,Australia,10,Male,48,1964-01-16,Retail,High Net Worth,No,14.0,59.694192993936234,50-64
706,30.0,6,7109.4,3,2,4,324,Gold,8 Dottie Court,3480,VIC,Australia,1,Male,44,1990-01-06,Financial Services,High Net Worth,Yes,5.0,33.71966921863626,20-34
708,175.0,3,2145.83,1,1,2,112,Bronze,18939 Upham Hill,3551,VIC,Australia,3,Female,31,1987-02-15,IT,Mass Customer,Yes,10.0,36.61089901801613,35-49
709,146.0,5,3243.2999999999997,1,2,3,123,Bronze,4222 Porter Lane,3136,VIC,Australia,9,Female,83,1979-12-11,Financial Services,Mass Customer,Yes,5.0,43.79242909734698,35-49
710,39.0,7,6431.6900000000005,3,3,4,334,Gold,1721 Nobel Junction,2753,NSW,Australia,8,Male,76,1970-03-01,Retail,High Net Worth,Yes,13.0,53.57223292630993,50-64
712,61.0,8,4581.46,2,4,4,244,Silver,6 Morning Drive,2232,NSW,Australia,9,Female,22,1961-05-20,IT,Mass Customer,No,14.0,62.35270069772207,50-64
714,59.0,11,3806.14,2,4,3,243,Silver,51 Londonderry Trail,2153,NSW,Australia,10,Male,12,1964-07-13,Manufacturing,High Net Worth,Yes,15.0,59.20410763968529,50-64
716,12.0,6,3777.5299999999997,4,2,3,423,Platinum,4033 Hermina Road,2304,NSW,Australia,7,Female,31,1979-11-09,Health,Mass Customer,No,11.0,43.88004212157061,35-49
717,14.0,6,1857.27,4,2,2,422,Platinum,37 Banding Avenue,2567,NSW,Australia,9,Male,65,1976-11-20,Manufacturing,Mass Customer,Yes,11.0,46.84793331714615,35-49
718,34.0,8,2164.08,3,4,2,342,Gold,8080 Victoria Plaza,4217,QLD,Australia,11,Female,38,1978-02-18,Manufacturing,Mass Customer,Yes,7.0,45.60218562896638,35-49
719,11.0,9,4227.84,4,4,4,444,Platinum,14254 Hallows Parkway,4615,QLD,Australia,1,Male,2,1953-12-30,Retail,Mass Customer,No,14.0,69.73957380257707,65-79
720,20.0,10,7212.17,3,4,4,344,Gold,78 Glacier Hill Drive,2026,NSW,Australia,10,Male,67,1931-10-23,Retail,Affluent Customer,No,6.0,91.92757218721194,80-94
722,87.0,5,2934.4399999999996,1,2,3,123,Bronze,76 Londonderry Park,2777,NSW,Australia,9,Male,69,1956-03-17,IT,Mass Customer,No,5.0,67.52734494093035,65-79
723,15.0,8,3489.9599999999996,4,4,3,443,Platinum,68861 School Hill,2199,NSW,Australia,9,Female,41,1963-08-20,Health,Mass Customer,Yes,6.0,60.10214113797752,50-64
724,23.0,8,5073.2699999999995,3,4,4,344,Gold,09 Bartelt Lane,2190,NSW,Australia,8,Male,7,1975-08-05,Financial Services,Mass Customer,Yes,4.0,48.14296333145172,35-49
725,3.0,11,7321.5,4,4,4,444,Platinum,29639 Porter Center,4221,QLD,Australia,8,Male,61,1965-08-27,Health,High Net Worth,Yes,19.0,58.08156576682,50-64
726,54.0,3,2965.7599999999998,2,1,3,213,Silver,5811 Moulton Drive,2766,NSW,Australia,8,Female,69,1978-02-10,Health,Mass Customer,Yes,10.0,45.62408888502229,35-49
727,61.0,6,3970.03,2,2,3,223,Silver,80027 Ryan Terrace,3551,VIC,Australia,3,Male,98,1978-10-10,Manufacturing,Mass Customer,No,3.0,44.96151538933107,35-49
728,25.0,9,6411.76,3,4,4,344,Gold,8 Kingsford Hill,3429,VIC,Australia,6,Male,60,1956-10-03,Financial Services,Mass Customer,Yes,8.0,66.97976353953266,65-79
729,1.0,10,10497.779999999999,4,4,4,444,Platinum,8044 Emmet Hill,3150,VIC,Australia,9,Female,30,1973-10-23,Health,Affluent Customer,No,11.0,49.92534079300123,50-64
732,64.0,5,3269.12,2,2,3,223,Silver,2 Riverside Trail,2154,NSW,Australia,11,Female,71,1967-01-21,Financial Services,Mass Customer,No,5.0,56.679757379241885,50-64
733,46.0,10,8210.3,2,4,4,244,Silver,98 Esker Junction,2192,NSW,Australia,10,Male,25,1973-11-30,Manufacturing,Mass Customer,No,13.0,49.821300326735674,50-64
734,89.0,3,1140.1499999999996,1,1,1,111,Bronze,9984 Pankratz Road,2145,NSW,Australia,10,Male,34,1980-07-06,Retail,Affluent Customer,No,11.0,43.22294443989337,35-49
735,87.0,4,3025.33,1,1,3,113,Bronze,324 Mifflin Road,2290,NSW,Australia,7,Male,33,1965-04-20,Financial Services,Mass Customer,Yes,11.0,58.434755770721516,50-64
738,69.0,8,4706.86,2,4,4,244,Silver,282 West Trail,4005,QLD,Australia,5,Female,51,1984-12-08,Argiculture,Mass Customer,Yes,9.0,38.79848671659994,35-49
739,1.0,10,4842.2,4,4,4,444,Platinum,08260 Jay Court,3191,VIC,Australia,11,Male,36,1964-12-13,Manufacturing,Mass Customer,No,8.0,58.785207867616045,50-64
740,61.0,4,2083.73,2,1,2,212,Silver,12 6th Hill,4810,QLD,Australia,2,Male,9,1994-08-18,Financial Services,Affluent Customer,No,6.0,29.106295911860624,20-34
742,10.0,6,1246.1099999999997,4,2,1,421,Platinum,1 Monica Street,2100,NSW,Australia,9,Male,55,1966-04-24,Manufacturing,Mass Customer,No,15.0,57.424468085142756,50-64
743,89.0,5,4599.29,1,2,4,124,Bronze,0272 Pankratz Hill,2031,NSW,Australia,10,Male,89,1981-04-06,Financial Services,Mass Customer,Yes,13.0,42.47275791997852,35-49
744,23.0,5,1267.6799999999998,3,2,1,321,Gold,2 North Crossing,3111,VIC,Australia,11,Male,54,1977-08-30,Manufacturing,Affluent Customer,Yes,14.0,46.07310563416841,35-49
745,11.0,4,2066.03,4,1,2,412,Platinum,345 Dovetail Avenue,4305,QLD,Australia,5,Female,84,1978-03-22,Manufacturing,Mass Customer,Yes,13.0,45.51457260474275,35-49
748,46.0,9,3516.0,2,4,3,243,Silver,56045 Express Avenue,2176,NSW,Australia,9,Female,51,1981-04-21,Financial Services,High Net Worth,No,7.0,42.431689314873694,35-49
749,80.0,9,1830.7199999999998,2,4,1,241,Silver,760 Forest Dale Place,3068,VIC,Australia,12,Male,47,1972-08-01,Argiculture,Mass Customer,No,19.0,51.15192313213209,50-64
750,58.0,6,5391.71,2,2,4,224,Silver,99 Wayridge Place,2263,NSW,Australia,8,Male,42,1995-04-08,Retail,Affluent Customer,Yes,7.0,28.468363579232303,20-34
751,130.0,2,96.62,1,1,1,111,Bronze,5 Dahle Trail,2117,NSW,Australia,10,Female,41,2001-10-31,Financial Services,Affluent Customer,No,1.0,21.90286257647386,20-34
752,20.0,8,2952.01,3,4,3,343,Gold,62215 Delaware Plaza,4118,QLD,Australia,3,Male,13,1961-06-27,Financial Services,High Net Worth,No,12.0,62.24866023145651,50-64
754,210.0,2,93.00999999999999,1,1,1,111,Bronze,00 Evergreen Center,3850,VIC,Australia,4,Female,15,1979-07-28,Financial Services,Mass Customer,No,14.0,44.16478445029742,35-49
755,95.0,3,847.22,1,1,1,111,Bronze,80 Maple Avenue,2536,NSW,Australia,4,Male,31,1993-07-13,Financial Services,Mass Customer,No,4.0,30.204196621663016,20-34
756,25.0,6,2121.61,3,2,2,322,Gold,43 Jana Way,3750,VIC,Australia,7,Female,65,1974-09-25,Manufacturing,Mass Customer,Yes,16.0,49.00266613164611,50-64
757,72.0,5,2946.73,2,2,3,223,Silver,195 Knutson Place,4019,QLD,Australia,8,Male,91,1977-05-13,Financial Services,Mass Customer,No,18.0,46.371537497930156,35-49
758,27.0,2,165.57999999999998,3,1,1,311,Silver,9 Melby Park,2197,NSW,Australia,10,Female,99,1967-04-07,Manufacturing,High Net Worth,Yes,11.0,56.47167644671076,50-64
759,23.0,9,2956.48,3,4,3,343,Gold,4 Vahlen Junction,2227,NSW,Australia,10,Male,89,1963-04-18,Health,High Net Worth,No,13.0,60.441641606844094,50-64
761,145.0,5,1896.39,1,2,2,122,Bronze,7101 Gulseth Hill,2293,NSW,Australia,9,Male,12,1977-11-27,Health,Affluent Customer,Yes,4.0,45.829431910546425,35-49
763,74.0,6,3894.51,2,2,3,223,Silver,08 Vidon Center,2143,NSW,Australia,5,Female,95,1987-11-05,Manufacturing,Affluent Customer,No,12.0,35.890829475178144,35-49
764,79.0,4,1364.06,2,1,1,211,Bronze,36 Helena Drive,4305,QLD,Australia,1,Male,40,1977-03-16,Financial Services,Mass Customer,Yes,22.0,46.53033610433549,35-49
765,24.0,10,5070.62,3,4,4,344,Gold,20554 Orin Place,3630,VIC,Australia,1,Female,50,1984-08-31,Retail,Affluent Customer,No,16.0,39.069539510291804,35-49
766,16.0,6,2271.9300000000003,4,2,2,422,Platinum,3903 Messerschmidt Park,2164,NSW,Australia,8,Female,16,1975-04-22,Retail,Mass Customer,Yes,14.0,48.43044356718551,35-49
767,42.0,5,2438.84,3,2,2,322,Gold,64 Muir Lane,2148,NSW,Australia,8,Male,70,1955-12-16,Manufacturing,High Net Worth,No,11.0,67.7792323855733,65-79
768,5.0,9,5580.570000000001,4,4,4,444,Platinum,06495 Swallow Terrace,2759,NSW,Australia,9,Female,5,1974-01-14,Argiculture,Affluent Customer,Yes,21.0,49.69809451142119,50-64
769,19.0,8,5070.24,3,4,4,344,Gold,033 Loftsgordon Center,2150,NSW,Australia,8,Male,65,1961-12-28,IT,Mass Customer,No,12.0,61.744885342170626,50-64
770,49.0,6,4457.4800000000005,2,2,4,224,Silver,80 Scofield Alley,3121,VIC,Australia,10,Female,10,1984-02-05,IT,High Net Worth,Yes,13.0,39.63902416774541,35-49
772,2.0,6,4423.8,4,2,4,424,Platinum,50851 Vahlen Avenue,2567,NSW,Australia,7,Female,12,1998-12-26,Entertainment,Mass Customer,No,4.0,24.750285863741908,20-34
773,72.0,8,5907.35,2,4,4,244,Silver,88 Bay Drive,4305,QLD,Australia,3,Male,77,1985-02-12,Financial Services,Affluent Customer,Yes,20.0,38.6177848541387,35-49
774,143.0,1,144.26,1,1,1,111,Bronze,0 Thompson Road,3183,VIC,Australia,8,Female,79,1998-11-27,Manufacturing,High Net Worth,No,1.0,24.829685166944575,20-34
775,58.0,7,2862.3300000000004,2,3,3,233,Silver,99 Elka Street,4350,QLD,Australia,4,Male,66,1982-09-21,Manufacturing,Affluent Customer,No,4.0,41.01345348525364,35-49
776,13.0,9,2201.86,4,4,2,442,Platinum,2699 Crest Line Way,4869,QLD,Australia,4,Male,30,1980-09-24,Financial Services,High Net Worth,No,20.0,43.00391187933429,35-49
777,27.0,6,3184.33,3,2,3,323,Gold,6 Melody Trail,2145,NSW,Australia,9,Male,2,1993-01-09,Financial Services,High Net Worth,No,4.0,30.71070941795589,20-34
778,33.0,5,916.3199999999999,3,2,1,321,Gold,90 New Castle Trail,2137,NSW,Australia,9,Male,24,1976-11-17,Manufacturing,High Net Worth,No,13.0,46.85614703816712,35-49
779,82.0,5,2465.81,2,2,2,222,Silver,2570 Wayridge Park,2093,NSW,Australia,9,Female,1,1992-02-10,Health,High Net Worth,No,7.0,31.625170358290053,20-34
780,88.0,3,798.6200000000001,1,1,1,111,Bronze,70 Old Gate Street,2354,NSW,Australia,3,Female,24,1973-10-12,Financial Services,Mass Customer,No,20.0,49.95545777007811,50-64
781,125.0,5,2256.31,1,2,2,122,Bronze,3 Magdeline Terrace,2190,NSW,Australia,10,Male,80,1958-11-15,Manufacturing,Mass Customer,No,17.0,64.86336142313053,65-79
782,25.0,6,3627.1699999999996,3,2,3,323,Gold,36744 Birchwood Center,4019,QLD,Australia,3,Female,30,1976-08-29,Manufacturing,Mass Customer,No,17.0,47.0751795987262,35-49
783,96.0,5,3498.86,1,2,3,123,Bronze,68 Chinook Street,4814,QLD,Australia,2,Male,6,1985-07-25,Retail,Affluent Customer,No,14.0,38.171506011999575,35-49
784,143.0,2,304.07,1,1,1,111,Bronze,0 Valley Edge Plaza,3201,VIC,Australia,6,Male,10,1977-01-24,IT,High Net Worth,Yes,22.0,46.6699693616919,35-49
785,18.0,6,1813.12,3,2,1,321,Gold,8 Starling Trail,2282,NSW,Australia,8,Female,48,1979-08-26,Manufacturing,Mass Customer,Yes,18.0,44.08538514709475,35-49
786,9.0,7,3828.7400000000002,4,3,3,433,Platinum,3 Crest Line Plaza,2223,NSW,Australia,10,Male,34,1985-02-14,Financial Services,Affluent Customer,No,16.0,38.61230904012472,35-49
787,75.0,10,6646.0,2,4,4,244,Silver,0601 Stephen Place,2292,NSW,Australia,7,Female,29,1996-12-15,Retail,Affluent Customer,Yes,2.0,26.779074955920393,20-34
788,39.0,7,4228.66,3,3,4,334,Gold,00 Mockingbird Junction,2141,NSW,Australia,9,Male,62,1964-07-01,Health,Mass Customer,No,11.0,59.23696252376915,50-64
789,4.0,8,2892.7599999999998,4,4,3,443,Platinum,37817 Burning Wood Circle,2126,NSW,Australia,11,Female,69,1978-04-28,Manufacturing,Affluent Customer,Yes,14.0,45.413270045484175,35-49
791,123.0,6,3819.0,1,2,3,123,Bronze,79 Arkansas Drive,3008,VIC,Australia,10,Female,3,1968-09-29,Manufacturing,Mass Customer,Yes,14.0,54.990468755929975,50-64
793,1.0,10,4778.329999999999,4,4,4,444,Platinum,57 Gulseth Terrace,2099,NSW,Australia,10,Female,97,1989-01-30,Financial Services,High Net Worth,Yes,9.0,34.65329550801934,35-49
794,22.0,7,4248.67,3,3,4,334,Gold,52737 Morningstar Crossing,2250,NSW,Australia,3,Male,99,1955-05-12,Financial Services,Affluent Customer,Yes,16.0,68.37609611309679,65-79
795,18.0,5,2785.9800000000005,3,2,2,322,Gold,866 Rockefeller Junction,2171,NSW,Australia,9,Female,35,1973-08-20,Financial Services,High Net Worth,No,18.0,50.100566841448504,50-64
796,6.0,7,3815.93,4,3,3,433,Platinum,414 Kensington Lane,3076,VIC,Australia,8,Female,8,1997-05-27,Financial Services,Mass Customer,No,2.0,26.332796113781267,20-34
797,21.0,4,2277.96,3,1,2,312,Gold,81 Holy Cross Alley,2077,NSW,Australia,8,Female,51,1973-10-20,Financial Services,Mass Customer,No,19.0,49.933554514022205,50-64
798,21.0,3,1691.8100000000002,3,1,1,311,Silver,1 Loomis Parkway,3156,VIC,Australia,9,Female,22,1988-05-20,Financial Services,High Net Worth,No,5.0,35.35146179480141,35-49
800,85.0,6,3239.48,2,2,3,223,Silver,92344 Oakridge Drive,4873,QLD,Australia,4,Male,68,1978-12-31,Manufacturing,Mass Customer,No,8.0,44.737007014758014,35-49
802,95.0,6,2893.2,1,2,3,123,Bronze,845 Talisman Pass,4210,QLD,Australia,7,Female,50,1986-02-20,Financial Services,Mass Customer,No,3.0,37.596545540531984,35-49
803,66.0,6,1746.5500000000002,2,2,1,221,Silver,1899 Manley Court,4551,QLD,Australia,7,Female,96,1999-11-11,Manufacturing,High Net Worth,No,3.0,23.874155621505587,20-34
805,122.0,6,2795.75,1,2,2,122,Bronze,80932 5th Street,2754,NSW,Australia,8,Female,48,1960-04-19,Manufacturing,Mass Customer,No,10.0,63.436911872489524,50-64
806,31.0,4,2189.57,3,1,2,312,Gold,018 Erie Point,2767,NSW,Australia,9,Male,66,1992-07-28,Retail,Mass Customer,Yes,7.0,31.162464074108993,20-34
808,123.0,3,2119.7200000000003,1,1,2,112,Bronze,246 Norway Maple Trail,3810,VIC,Australia,2,Male,21,1979-11-21,Health,High Net Worth,Yes,17.0,43.84718723748675,35-49
809,45.0,4,492.7399999999999,2,1,1,211,Bronze,2 Autumn Leaf Plaza,2137,NSW,Australia,8,Female,83,1977-10-23,Health,Mass Customer,No,18.0,45.925258655791026,35-49
810,68.0,4,945.1599999999999,2,1,1,211,Bronze,808 Starling Place,2173,NSW,Australia,9,Female,24,1998-04-04,Health,Mass Customer,Yes,1.0,25.478569127600853,20-34
812,197.0,3,566.34,1,1,1,111,Bronze,786 Bonner Drive,2340,NSW,Australia,4,Female,1,1989-09-22,Financial Services,Mass Customer,No,16.0,34.00988736137704,35-49
813,50.0,5,1633.61,2,2,1,221,Silver,7175 Orin Junction,2088,NSW,Australia,12,Female,12,1962-03-21,Health,Mass Customer,No,14.0,61.517639060590575,50-64
814,48.0,3,2154.13,2,1,2,212,Silver,8208 Lotheville Street,3805,VIC,Australia,8,Male,60,1959-12-23,Manufacturing,Mass Customer,No,14.0,63.75998489931416,50-64
815,27.0,6,5081.3,3,2,4,324,Gold,25689 Eastlawn Crossing,2067,NSW,Australia,11,Female,47,1974-07-06,Manufacturing,Mass Customer,Yes,22.0,49.224436599212176,50-64
816,53.0,4,1098.3999999999999,2,1,1,211,Bronze,44 Lakewood Gardens Pass,2122,NSW,Australia,10,Female,71,1957-01-10,Manufacturing,Mass Customer,No,15.0,66.70871074584079,65-79
817,16.0,5,2328.9300000000003,4,2,2,422,Platinum,87 Twin Pines Plaza,3976,VIC,Australia,5,Male,38,1992-04-08,Financial Services,Mass Customer,Yes,6.0,31.46637175188472,20-34
818,40.0,6,3028.8399999999997,3,2,3,323,Gold,65 Sachtjen Park,2067,NSW,Australia,11,Female,17,1973-12-21,Manufacturing,Mass Customer,No,11.0,49.76380427958892,50-64
819,43.0,5,2558.04,3,2,2,322,Gold,84 Loomis Pass,2000,NSW,Australia,12,Male,7,1975-07-17,Manufacturing,Affluent Customer,Yes,5.0,48.1949835645845,35-49
820,3.0,10,4534.03,4,4,4,444,Platinum,58047 Westport Road,2040,NSW,Australia,12,Female,12,1977-01-06,Financial Services,High Net Worth,No,16.0,46.719251687817696,35-49
821,33.0,5,2925.75,3,2,3,323,Gold,59000 American Center,2530,NSW,Australia,8,Male,41,1981-07-24,Financial Services,Mass Customer,Yes,7.0,42.17432605621677,35-49
822,328.0,1,802.26,1,1,1,111,Bronze,659 Scofield Street,3175,VIC,Australia,5,Female,67,1974-10-23,Health,High Net Worth,No,17.0,48.926004735450434,35-49
823,23.0,6,5811.3,3,2,4,324,Gold,388 Weeping Birch Plaza,2156,NSW,Australia,11,Female,91,1990-02-17,Manufacturing,Affluent Customer,No,9.0,33.60467712434274,20-34
824,9.0,4,4137.780000000001,4,1,3,413,Platinum,09413 Holmberg Terrace,4127,QLD,Australia,3,Female,97,1977-02-27,Financial Services,Affluent Customer,Yes,12.0,46.57688052345429,35-49
826,4.0,4,1454.6100000000001,4,1,1,411,Gold,177 Sheridan Trail,2759,NSW,Australia,8,Male,92,1998-12-25,Financial Services,Mass Customer,Yes,1.0,24.753023770748896,20-34
827,49.0,8,4014.42,2,4,3,243,Silver,1 Oriole Alley,4171,QLD,Australia,11,Female,90,1996-05-07,Health,Affluent Customer,No,5.0,27.38689031147184,20-34
828,79.0,5,1378.3899999999999,2,2,1,221,Silver,8925 Ryan Trail,2073,NSW,Australia,11,Female,93,1957-12-14,Health,Mass Customer,Yes,20.0,65.78329817747867,65-79
829,12.0,6,4600.24,4,2,4,424,Platinum,77 Nova Junction,3218,VIC,Australia,8,Male,84,2001-01-22,Financial Services,High Net Worth,Yes,2.0,22.67495235244462,20-34
830,149.0,6,2506.2700000000004,1,2,2,122,Bronze,43 Esker Pass,2228,NSW,Australia,8,Male,58,1981-05-31,Manufacturing,Affluent Customer,No,6.0,42.32217303459415,35-49
831,11.0,5,1883.5900000000001,4,2,2,422,Platinum,205 Melody Circle,4207,QLD,Australia,4,Male,4,1973-04-20,Financial Services,Affluent Customer,No,11.0,50.434591496301096,50-64
832,17.0,12,8868.619999999999,4,4,4,444,Platinum,44997 Anniversary Way,4114,QLD,Australia,3,Male,30,1977-11-30,Retail,Mass Customer,No,14.0,45.82121818952546,35-49
834,18.0,4,722.3,3,1,1,311,Silver,3 Washington Plaza,3199,VIC,Australia,7,Male,37,1973-04-07,Financial Services,Mass Customer,No,3.0,50.47018428739195,50-64
835,7.0,8,3225.92,4,4,3,443,Platinum,285 Aberg Point,2192,NSW,Australia,10,Male,85,1968-04-22,Manufacturing,Mass Customer,Yes,9.0,55.42853387704814,50-64
836,72.0,4,1768.44,2,1,1,211,Bronze,4 Sachtjen Avenue,4210,QLD,Australia,10,Female,33,1990-04-02,Financial Services,Mass Customer,Yes,9.0,33.48420921603525,20-34
838,41.0,4,1966.08,3,1,2,312,Gold,6 Green Ridge Circle,4350,QLD,Australia,3,Male,27,1971-02-03,Financial Services,High Net Worth,No,15.0,52.64408245094082,50-64
840,38.0,6,3320.09,3,2,3,323,Gold,74251 Golden Leaf Lane,4413,QLD,Australia,3,Male,94,1964-06-20,Financial Services,Affluent Customer,Yes,19.0,59.26707950084602,50-64
841,150.0,7,8330.09,1,3,4,134,Bronze,2 Dwight Street,3187,VIC,Australia,11,Male,93,1966-09-22,Manufacturing,Affluent Customer,Yes,8.0,57.011044127087494,50-64
842,55.0,4,2137.1800000000003,2,1,2,212,Silver,511 Gulseth Plaza,3028,VIC,Australia,6,Male,59,1999-08-16,Financial Services,High Net Worth,No,2.0,24.112353531113587,20-34
843,2.0,6,2372.09,4,2,2,422,Platinum,71801 Grover Point,2166,NSW,Australia,10,Male,80,1989-09-05,Manufacturing,Affluent Customer,Yes,9.0,34.05643178049585,35-49
844,31.0,9,4730.32,3,4,4,344,Gold,69 Hovde Plaza,2680,NSW,Australia,5,Male,13,1978-01-13,Financial Services,High Net Worth,No,9.0,45.70075028121797,35-49
